Ped_y,Car_x,Car_y,Car_v,Car_a,Action
0.0,13.447033850008566,4.336988312544373,9.086649894333092,-1.2061887248299112,6
0.05,14.359937750319183,4.336988312544373,8.0,0.8477821754615738,6
0.1,15.166536400721593,4.336988312544373,8.0,1.3197300804820875,6
0.15000000000000002,15.960454977950459,4.336988312544373,7.8783715445772735,-1.2162845542272622,6
0.2,16.741339833831702,4.336988312544373,7.7393255730476085,-1.3904597152966525,6
0.25,17.522362457610388,4.336988312544373,7.881126902526122,1.4180132947851387,6
0.3,18.304650265130626,4.336988312544373,7.76462924787857,-1.1649765464755228,6
0.35,19.078671513403435,4.336988312544373,7.715795717577625,-0.4883353030094546,0
0.19999999999999996,19.85017487705109,4.336988312544373,7.7142715553754275,-0.015241622021977097,0
0.04999999999999993,20.61971012556978,4.336988312544373,7.676433414998454,-0.3783814037697393,6
0.09999999999999994,21.394200859736692,4.336988312544373,7.813381268339786,1.3694785334133233,0
0.0,22.174136049077276,4.336988312544373,7.785322518471908,-0.28058749867877575,6
0.05,22.95958457020844,4.336988312544373,7.923647904151303,1.383253856793953,0
0.0,23.759054032578934,4.336988312544373,8.0,1.4209343910730712,0
0.0,24.562079025513885,4.336988312544373,8.0,0.6049985869898187,6
0.05,25.3594448408617,4.336988312544373,7.947316306956281,-0.5268369304371899,0
0.0,26.155232322619852,4.336988312544373,7.968433328206778,0.21117021250497636,0
0.0,26.959474072422523,4.336988312544373,8.0,1.479683396398105,0
0.0,27.755157478243788,4.336988312544373,7.9136681164252805,-0.8633188357471955,0
0.0,28.546865371424605,4.336988312544373,7.9204897471910565,0.06821630765776332,0
0.0,29.34409921611373,4.336988312544373,8.0,1.0369739940035876,0
0.0,30.145736076519608,4.336988312544373,8.0,0.3273720811758194,0
0.0,30.939432405033127,4.336988312544373,7.873926570270344,-1.260734297296565,0
0.0,31.732833639354755,4.336988312544373,7.994098116162204,1.2017154589186,0
0.0,32.525802269004714,4.336988312544373,7.86527447683697,-1.2882363932523293,0
0.0,33.31846093031036,4.336988312544373,7.987898749275871,1.2262427243890097,0
0.0,34.12364244695602,4.336988312544373,8.0,1.278328343614664,0
0.0,34.92585268894423,4.336988312544373,8.0,0.4420483976432359,0
0.0,35.73133518141241,4.336988312544373,8.0,1.0964984936366031,0
0.0,36.52991548316083,4.336988312544373,7.971606034968379,-0.2839396503162157,0
0.0,37.32485601449629,4.336988312544373,7.92720459174089,-0.4440144322748947,0
0.0,38.12024133122189,4.336988312544373,7.980501742770991,0.5329715103010129,0
0.0,38.91137234744842,4.336988312544373,7.842118581759607,-1.383831610113841,0
0.0,39.69123062259198,4.336988312544373,7.75504692111171,-0.8707166064789716,0
0.0,40.47352267495325,4.336988312544373,7.890794126113667,1.357472050019568,0
0.0,41.26571040976871,4.336988312544373,7.9529605701955495,0.6216644408188254,0
0.0,42.055361926399286,4.336988312544373,7.840069762416046,-1.1289080777950384,0
0.0,42.84305374931069,4.336988312544373,7.913766695812089,0.7369693339604293,0
0.0,43.628063898848914,4.336988312544373,7.786436294952347,-1.273304008597415,0
0.0,44.41043670569996,4.336988312544373,7.861019842068503,0.7458354711615569,0
0.0,45.19565848526001,4.336988312544373,7.843415749132614,-0.17604092935888316,0
0.0,45.978343936986434,4.336988312544373,7.8102932853958436,-0.33122463736770813,0
0.0,46.76492713598007,4.336988312544373,7.921370694476846,1.1107740908100272,0
0.0,47.557446068467094,4.336988312544373,7.929007955263684,0.0763726078683753,0
0.0,48.348808242145175,4.336988312544373,7.898235518297937,-0.3077243696574712,0
0.0,49.14052121209312,4.336988312544373,7.93602388066106,0.37788362363123706,0
0.0,49.94140898538952,4.336988312544373,8.0,1.4570770460587665,0
0.0,50.738357485098824,4.336988312544373,7.938969994186156,-0.6103000581384431,0
0.0,51.53124288338824,4.336988312544373,7.918737971602194,-0.2023202258396153,0
0.0,52.326876836082995,4.336988312544373,7.993941082292855,0.7520311069066024,0
0.0,53.1289620929067,4.336988312544373,8.0,0.5382297188824436,0
0.0,53.92843943701744,4.336988312544373,7.989546882214939,-0.1045311778506064,0
0.0,54.72185361001954,4.336988312544373,7.878736577827029,-1.1081030438791029,7
0.08333333333333331,55.50488707063902,4.336988312544373,7.781932634562681,-0.9680394326434755,7
0.16666666666666663,56.282741972540414,4.336988312544373,7.775165403465179,-0.06767231097502302,7
0.24999999999999994,57.060825652860764,4.336988312544373,7.786508202941807,0.11342799476628418,7
0.33333333333333326,57.834292774387656,4.336988312544373,7.682834227596037,-1.036739753457702,7
0.4166666666666666,58.60381500000284,4.336988312544373,7.707610284707639,0.2477605711160209,9
0.5666666666666667,59.37946766613424,4.336988312544373,7.805443037920294,0.9783275321265554,9
0.7166666666666667,60.15697926623051,4.336988312544373,7.744788964005165,-0.6065407391512909,6
0.7666666666666667,60.93463105267792,4.336988312544373,7.808246764943099,0.6345780093793318,6
0.8166666666666668,61.712682521313035,4.336988312544373,7.752782607759068,-0.5546415718403107,6
0.8666666666666668,62.48256849327817,4.336988312544373,7.6449368315436725,-1.0784577621539535,9
1.0166666666666668,63.24011622229092,4.336988312544373,7.5060177487112645,-1.3891908283240793,9
1.166666666666667,63.9891663204063,4.336988312544373,7.474984213596246,-0.31033535115018385,6
1.216666666666667,64.73996570724486,4.336988312544373,7.541003523175014,0.6601930957876823,6
1.266666666666667,65.49502903347017,4.336988312544373,7.560263001331012,0.19259478155997112,6
1.316666666666667,66.24594830344795,4.336988312544373,7.458122398224342,-1.0214060310666961,9
1.4666666666666672,66.99425021312534,4.336988312544373,7.507915795323616,0.49793397099274683,6
1.5166666666666673,67.7416288665895,4.336988312544373,7.439657273959532,-0.682585213640841,9
1.6666666666666674,68.49307238217418,4.336988312544373,7.589213037734037,1.4955576377450543,6
1.7166666666666675,69.25276643254455,4.336988312544373,7.604667969673335,0.15454931939297123,6
